iter	MultiClass
873	0.1634717177
874	0.1633923299
875	0.1632661992
876	0.1630856799
877	0.1626979959
878	0.1622814704
879	0.1621582246
880	0.1619701285
881	0.1617578073
882	0.1615808772
883	0.1614549662
884	0.1610549468
885	0.1609863857
886	0.1608911718
887	0.1605909311
888	0.160537506
889	0.1603482573
890	0.1601412797
891	0.1597324856
892	0.1595810335
893	0.1595566093
894	0.159484146
895	0.1593553766
896	0.1591615213
897	0.1590646329
898	0.1587401933
899	0.1582472535
900	0.1582090971
901	0.157791866
902	0.157704912
903	0.1575363755
904	0.1574432168
905	0.1572892419
906	0.1572284048
907	0.1570302926
908	0.1568699249
909	0.1566498288
910	0.1565793426
911	0.1564867581
912	0.1560967791
913	0.1557908969
914	0.1557069243
915	0.1552914232
916	0.1550567613
917	0.1549001976
918	0.1548095121
919	0.1546444546
920	0.1542971275
921	0.154268334
922	0.1539665148
923	0.1538693199
924	0.1537623206
925	0.1536787118
926	0.1532443864
927	0.1531537177
928	0.1530848427
929	0.1529061881
930	0.1527290376
931	0.1525641764
932	0.1522860583
933	0.1522461509
934	0.1518118113
935	0.1517003653
936	0.1513635268
937	0.1510934868
938	0.1509254874
939	0.1506766221
940	0.1504818395
941	0.1500586153
942	0.1498231486
943	0.1497247162
944	0.1494786095
945	0.1493623368
946	0.1490252778
947	0.14891823
948	0.148632055
949	0.1481837977
950	0.1478121854
951	0.1477016422
952	0.1473688718
953	0.1472833722
954	0.1471668699
955	0.1470877393
956	0.1470288561
957	0.1469408692
958	0.1465846642
959	0.1462692863
960	0.1461508609
961	0.1458633345
962	0.145461202
963	0.14521514
964	0.1451827692
965	0.1448415491
966	0.1445487299
967	0.1443900894
968	0.1442133681
969	0.1441507699
970	0.1437762977
971	0.1435092134
972	0.1432578404
973	0.1431109626
974	0.1429101778
975	0.142783813
976	0.1425770598
977	0.1422683043
978	0.1420001448
979	0.1418332779
980	0.1416757603
981	0.141403492
982	0.141213923
983	0.1410002563
984	0.1408056091
985	0.1404529683
986	0.1401595351
987	0.1398303455
988	0.139745601
989	0.1395761967
990	0.1393445511
991	0.1392157405
992	0.1391649916
993	0.13902356
994	0.1389406195
995	0.1387175438
996	0.1386088996
997	0.1385273371
998	0.1382814001
999	0.1381611624
