iter	Accuracy	Logloss
129	0.9284905355	0.3625497074
130	0.9294612522	0.360997947
131	0.9297848245	0.3597271966
132	0.9299466106	0.3584960849
133	0.9296230383	0.3573129502
134	0.9305937551	0.3562634548
135	0.9307555412	0.3554474184
136	0.9305937551	0.3543488201
137	0.9307555412	0.3530889188
138	0.9307555412	0.3521703687
139	0.9309173273	0.3506935968
140	0.9307555412	0.3496927661
141	0.9315644718	0.3487348555
142	0.9312408995	0.347618504
143	0.9314026856	0.3465347945
144	0.931888044	0.34533111
145	0.9315644718	0.3440271607
146	0.9320498301	0.3428428527
147	0.9323734024	0.3416820262
148	0.9330205468	0.3409904221
149	0.9330205468	0.3397079467
150	0.933182333	0.3386815322
151	0.9330205468	0.3376097043
152	0.9330205468	0.3363544234
153	0.9335059052	0.3357249429
154	0.9335059052	0.334846229
155	0.9338294774	0.3340119496
156	0.9335059052	0.3329816552
157	0.9338294774	0.3323366734
158	0.9336676913	0.3315494759
159	0.9341530497	0.3304497701
160	0.9341530497	0.3298653529
161	0.9341530497	0.3290448176
162	0.934638408	0.3281517732
163	0.934638408	0.3269575246
164	0.9348001941	0.326012953
165	0.9349619803	0.3252520826
166	0.9348001941	0.3244802963
167	0.9343148358	0.3235771827
168	0.934638408	0.3226715448
169	0.9352855525	0.3215156174
170	0.9357709109	0.3208955175
171	0.9357709109	0.3199814438
172	0.935932697	0.3192918886
173	0.935932697	0.3183828973
174	0.9370651998	0.3172211844
175	0.937388772	0.3162948
176	0.9369034137	0.3156037171
177	0.9369034137	0.315107203
178	0.9367416276	0.3142306952
179	0.9369034137	0.3133237182
180	0.9369034137	0.3124501257
181	0.9375505582	0.3112914801
182	0.9380359165	0.3105021021
183	0.9378741304	0.3098445453
184	0.9377123443	0.3087805809
185	0.9378741304	0.3080851114
186	0.9378741304	0.3074154991
187	0.9381977026	0.30684023
188	0.9380359165	0.3061782222
189	0.9378741304	0.3053677658
190	0.9378741304	0.3045137342
191	0.9378741304	0.3037061949
192	0.9378741304	0.3032327336
193	0.9378741304	0.3025935343
194	0.9381977026	0.3016687502
195	0.9383594888	0.3008377067
196	0.9385212749	0.3002363305
197	0.9383594888	0.2992334104
198	0.9381977026	0.2986227507
199	0.9383594888	0.2980327753
200	0.9383594888	0.2972580301
201	0.9385212749	0.2963208827
202	0.9385212749	0.2958841942
203	0.9385212749	0.2952026627
204	0.938683061	0.2946268109
205	0.9385212749	0.2940773191
206	0.9388448471	0.2932387607
207	0.9388448471	0.2924574721
208	0.9388448471	0.2919944329
209	0.9390066332	0.2913583876
210	0.9388448471	0.2908032781
211	0.9388448471	0.2902030407
212	0.9388448471	0.2896173479
213	0.9388448471	0.2890424886
214	0.938683061	0.2881613537
215	0.938683061	0.2876400119
216	0.938683061	0.2870737415
217	0.9385212749	0.2865851295
218	0.938683061	0.2859717098
219	0.938683061	0.2849642196
220	0.938683061	0.2843524823
221	0.9388448471	0.283953909
222	0.9385212749	0.2832283105
223	0.9385212749	0.2829584203
224	0.938683061	0.2823977221
225	0.9388448471	0.281937876
226	0.9390066332	0.28120877
227	0.9396537777	0.2807033128
228	0.9396537777	0.2801629178
229	0.9396537777	0.2797416496
230	0.9394919916	0.2792114662
231	0.9398155638	0.2782092896
232	0.9398155638	0.2777706248
233	0.9399773499	0.2772349068
234	0.9401391361	0.2767779498
235	0.9401391361	0.2762498692
236	0.9401391361	0.2754599414
237	0.9401391361	0.2747778232
238	0.9403009222	0.2741506478
239	0.9403009222	0.2737232898
240	0.9403009222	0.2732405112
241	0.9398155638	0.2727964485
242	0.9398155638	0.2724343051
243	0.9398155638	0.2718299288
244	0.9396537777	0.2713276523
245	0.9399773499	0.2706652468
246	0.9403009222	0.2700652062
247	0.9401391361	0.2693485504
248	0.9399773499	0.268579389
249	0.9399773499	0.2683229048
250	0.9401391361	0.2678324023
251	0.9403009222	0.2674655495
252	0.9403009222	0.2671062875
253	0.9403009222	0.2666431616
254	0.9403009222	0.2661427696
255	0.9404627083	0.2655143363
256	0.9403009222	0.2651555471
257	0.9403009222	0.2645377609
258	0.9403009222	0.26406619
259	0.9401391361	0.2635790192
260	0.9401391361	0.2628315041
261	0.9401391361	0.2624865086
262	0.9403009222	0.2620671359
263	0.9403009222	0.2617827116
264	0.9403009222	0.2613105242
265	0.9403009222	0.2609348265
266	0.9403009222	0.2606325023
267	0.9404627083	0.260012096
268	0.9406244944	0.2596552926
269	0.9406244944	0.2594341943
270	0.9407862805	0.25886634
271	0.9406244944	0.2583907523
272	0.9404627083	0.2579439791
273	0.9407862805	0.2572199716
274	0.9407862805	0.2567465282
275	0.9404627083	0.2563125941
276	0.9406244944	0.2559090073
277	0.9407862805	0.25537533
278	0.9404627083	0.2549592592
279	0.9406244944	0.2545605924
280	0.9406244944	0.2540430541
281	0.9406244944	0.2537685038
282	0.9404627083	0.2534715114
283	0.9403009222	0.2530740377
284	0.9406244944	0.2525367414
285	0.9406244944	0.2520813838
286	0.9404627083	0.2516826737
287	0.9404627083	0.2512301039
288	0.9404627083	0.2507965664
289	0.9404627083	0.2504782585
290	0.9404627083	0.2500792579
291	0.9404627083	0.2496377201
292	0.9406244944	0.249188967
293	0.9407862805	0.2488363934
294	0.9407862805	0.248503453
295	0.9406244944	0.248265915
296	0.9406244944	0.2477574736
297	0.9406244944	0.2473302988
298	0.9404627083	0.2470435738
299	0.9404627083	0.2466480629
300	0.9406244944	0.2463039703
301	0.9406244944	0.2459130852
302	0.9404627083	0.2455793421
303	0.9406244944	0.2452830767
304	0.9406244944	0.2450272404
305	0.9406244944	0.2444783305
306	0.9407862805	0.2440450907
307	0.9407862805	0.2438092593
308	0.9407862805	0.2434141126
309	0.9407862805	0.2429277174
310	0.9406244944	0.2426262028
311	0.9406244944	0.2422700607
312	0.9407862805	0.2419252437
313	0.9407862805	0.2416682212
314	0.9406244944	0.2412364144
315	0.9406244944	0.2409356851
316	0.9404627083	0.2406648682
317	0.9406244944	0.2403800466
318	0.9406244944	0.24009905
319	0.9407862805	0.23972988
320	0.9407862805	0.2393365765
321	0.9407862805	0.2388696106
322	0.9407862805	0.2384019171
323	0.9407862805	0.2381460461
324	0.9407862805	0.2378609087
325	0.9409480667	0.2375029766
326	0.9412716389	0.2372051064
327	0.941433425	0.236824678
328	0.9417569972	0.2359839198
329	0.9417569972	0.2357643638
330	0.9417569972	0.2356246512
331	0.9419187834	0.2354210974
332	0.9422423556	0.2351524336
333	0.9420805695	0.234775512
334	0.9420805695	0.2345486733
335	0.942727714	0.2339832118
336	0.9424041417	0.2336236639
337	0.9420805695	0.2332185217
338	0.9422423556	0.2328668709
339	0.9420805695	0.2326277767
340	0.9419187834	0.232360017
341	0.9417569972	0.2318313813
342	0.9417569972	0.2315356031
343	0.9417569972	0.2312048702
344	0.9419187834	0.2309200941
345	0.9419187834	0.2306229592
346	0.9419187834	0.2303486195
347	0.9419187834	0.2300685722
348	0.9420805695	0.2297620633
349	0.9420805695	0.2292422077
350	0.9420805695	0.2289207305
351	0.9420805695	0.2287657046
352	0.9422423556	0.2284452886
353	0.9422423556	0.2281719838
354	0.9424041417	0.2276711305
355	0.9425659278	0.2275135821
356	0.9424041417	0.2272414471
357	0.9424041417	0.226797038
358	0.9424041417	0.2265537919
359	0.942727714	0.2260625203
360	0.9428895001	0.2257728371
361	0.9430512862	0.2254256992
362	0.9430512862	0.2250599552
363	0.9430512862	0.2248244973
364	0.9430512862	0.2244238098
365	0.9430512862	0.2241638603
366	0.9430512862	0.2237109276
367	0.9430512862	0.2235371531
368	0.9430512862	0.2232625401
369	0.9430512862	0.2229404443
370	0.9430512862	0.2226723073
371	0.9430512862	0.222470107
372	0.9430512862	0.222155094
373	0.9430512862	0.2219374844
374	0.9428895001	0.2215757578
375	0.9430512862	0.2213215336
376	0.9430512862	0.2210450439
377	0.9430512862	0.2207465087
378	0.9430512862	0.2204279164
379	0.9430512862	0.2202293412
380	0.9430512862	0.2199790259
381	0.9430512862	0.2198577379
382	0.9430512862	0.2196129097
383	0.9430512862	0.2194113066
384	0.9430512862	0.2190169893
385	0.9430512862	0.218737266
386	0.9430512862	0.2184918275
387	0.9430512862	0.2182174803
388	0.9430512862	0.2180199293
389	0.9430512862	0.2177855845
390	0.9430512862	0.2175104267
391	0.9430512862	0.2172270106
392	0.9430512862	0.2168950745
393	0.9432130723	0.2166368345
394	0.9433748584	0.2163315421
395	0.9433748584	0.2159962653
396	0.9432130723	0.2157050911
397	0.9432130723	0.2154177323
398	0.9433748584	0.2151993568
399	0.9433748584	0.2149265834
400	0.9433748584	0.2146666483
401	0.9435366446	0.2141584158
402	0.9435366446	0.2138961339
403	0.9435366446	0.2135166225
404	0.9438602168	0.2133654083
405	0.9436984307	0.2130949486
406	0.9438602168	0.2128120651
407	0.9438602168	0.2125920046
408	0.9438602168	0.2123058229
409	0.9438602168	0.212155045
410	0.9440220029	0.2119896953
411	0.9440220029	0.2117582302
412	0.9440220029	0.2115738047
413	0.9440220029	0.2112381601
414	0.9440220029	0.2109994295
415	0.9440220029	0.2107621463
416	0.9440220029	0.2105421609
417	0.9440220029	0.2103708708
418	0.9440220029	0.2101005274
419	0.9440220029	0.209850627
420	0.9440220029	0.2096123628
421	0.9443455751	0.209364266
422	0.9443455751	0.209058237
423	0.9443455751	0.2088462213
424	0.9443455751	0.2086905738
425	0.9443455751	0.2084390658
426	0.9443455751	0.2082520193
427	0.944183789	0.2078726785
428	0.9443455751	0.2076950856
429	0.9446691474	0.2074537129
430	0.9446691474	0.2072547929
431	0.9446691474	0.2070379887
432	0.9446691474	0.2067669251
433	0.9446691474	0.2064988024
434	0.9448309335	0.2062737431
435	0.9448309335	0.205990396
436	0.9449927196	0.2057429756
437	0.945478078	0.2054809812
438	0.9456398641	0.2051721525
439	0.9453162919	0.2049739656
440	0.945478078	0.2047968733
441	0.9456398641	0.2046671241
442	0.945478078	0.2044597644
443	0.9456398641	0.204243935
444	0.9456398641	0.204061294
445	0.9456398641	0.203827404
446	0.9456398641	0.2036033771
447	0.9461252225	0.2034273146
448	0.9461252225	0.2032260005
449	0.9462870086	0.2028930557
450	0.9462870086	0.2027045658
451	0.9462870086	0.2024844485
452	0.9464487947	0.2023174827
453	0.9464487947	0.2021480702
454	0.9466105808	0.2017650971
455	0.9466105808	0.2016236736
456	0.9466105808	0.2014102328
457	0.9464487947	0.2012516914
458	0.9464487947	0.2010435082
459	0.9464487947	0.2007786125
460	0.9464487947	0.2005073026
461	0.9464487947	0.2003042885
462	0.9470959392	0.2000453869
463	0.9470959392	0.1998488488
464	0.9470959392	0.1996616887
465	0.9472577253	0.1994473095
466	0.9472577253	0.1992373264
467	0.9470959392	0.1989593345
468	0.9475812975	0.1987511387
469	0.9474195114	0.1985639911
470	0.9477430836	0.1983425172
471	0.9479048698	0.1981504516
472	0.9479048698	0.19792107
473	0.9480666559	0.1977757995
474	0.9480666559	0.1975873642
475	0.9480666559	0.1973954482
476	0.9479048698	0.1972070679
477	0.9479048698	0.1970400428
478	0.948228442	0.1968251871
479	0.948228442	0.196663443
480	0.948228442	0.1965015229
481	0.948228442	0.1963143928
482	0.9483902281	0.1961190872
483	0.9483902281	0.1958078057
484	0.9483902281	0.1956325342
485	0.9483902281	0.1955220225
486	0.9483902281	0.1953120444
487	0.9487138004	0.1950717342
488	0.9487138004	0.1949362892
489	0.9487138004	0.1947854851
490	0.9488755865	0.1946344263
491	0.9488755865	0.1943979636
492	0.9488755865	0.1941800915
493	0.9488755865	0.1939714535
494	0.9488755865	0.193763942
495	0.9488755865	0.1935922556
496	0.9488755865	0.1933713458
497	0.9490373726	0.1930580664
498	0.9490373726	0.1928363709
499	0.9490373726	0.1927477742
500	0.9493609448	0.1926086839
501	0.9493609448	0.1923189128
502	0.9493609448	0.1921487202
503	0.9493609448	0.1920056663
504	0.9495227309	0.1917839852
505	0.9495227309	0.1915151236
506	0.9495227309	0.1913330886
507	0.9495227309	0.191122566
508	0.9496845171	0.1909541637
509	0.9498463032	0.190780482
510	0.9498463032	0.1905958316
511	0.9498463032	0.1903618495
512	0.9498463032	0.1902017053
513	0.9498463032	0.1900108898
514	0.9498463032	0.1898847203
515	0.9498463032	0.1897131295
516	0.9498463032	0.1895423389
517	0.9498463032	0.189356495
518	0.9498463032	0.1892170596
519	0.9498463032	0.1890770764
520	0.9498463032	0.1889068853
521	0.9498463032	0.1887136024
522	0.9498463032	0.1885106749
523	0.9498463032	0.1883380986
524	0.9498463032	0.1881161939
525	0.9498463032	0.1879510104
526	0.9498463032	0.1877952791
527	0.9498463032	0.1876032318
528	0.9498463032	0.1873685174
529	0.9498463032	0.187176378
530	0.9498463032	0.1869398632
531	0.9498463032	0.1868101784
532	0.9498463032	0.1866096968
533	0.9498463032	0.1864191784
534	0.9498463032	0.1862889681
535	0.9498463032	0.1861297166
536	0.9498463032	0.1859043182
537	0.9498463032	0.1856404225
538	0.9500080893	0.1854906941
539	0.9501698754	0.185306262
540	0.9503316615	0.1851479232
541	0.9503316615	0.1849126832
542	0.9503316615	0.184732499
543	0.9503316615	0.1845510626
544	0.9504934477	0.1843809592
545	0.9504934477	0.1842212282
546	0.9504934477	0.1840368686
547	0.9504934477	0.1839539372
548	0.9504934477	0.1837670517
549	0.9506552338	0.1835815496
550	0.9506552338	0.1834035346
551	0.9506552338	0.1832269619
552	0.9506552338	0.183003297
553	0.9506552338	0.1829371078
554	0.9506552338	0.1827597213
555	0.9506552338	0.1825947391
556	0.9506552338	0.1824900332
557	0.9508170199	0.1822558479
558	0.9508170199	0.1820114031
559	0.9508170199	0.1818550218
560	0.9508170199	0.1816536232
561	0.950978806	0.181455796
562	0.950978806	0.1811989579
563	0.950978806	0.1810052576
564	0.9511405921	0.1808363288
565	0.9511405921	0.1806762396
566	0.9511405921	0.1805479783
567	0.9511405921	0.1803677611
568	0.9511405921	0.1802162356
569	0.9511405921	0.1800457578
570	0.9511405921	0.1798929051
571	0.9511405921	0.1796931841
572	0.9511405921	0.1794294596
573	0.9513023783	0.179283663
574	0.9514641644	0.1789411062
575	0.9516259505	0.1788164225
576	0.9517877366	0.1787137953
577	0.9516259505	0.1785742311
578	0.9516259505	0.1784075057
579	0.9516259505	0.178260236
580	0.9516259505	0.1781042834
581	0.9516259505	0.177860634
582	0.9517877366	0.1777267104
583	0.9517877366	0.1776111193
584	0.9517877366	0.1774545788
585	0.9516259505	0.1772891949
586	0.9516259505	0.1770772496
587	0.9516259505	0.1769036506
588	0.9517877366	0.1767289527
589	0.9519495227	0.1765536849
590	0.9519495227	0.1764368652
591	0.9519495227	0.1763679962
592	0.9519495227	0.1762625739
593	0.952273095	0.1760389123
594	0.952273095	0.1759391779
595	0.9524348811	0.1757589995
596	0.9527584533	0.1755650871
597	0.9527584533	0.1753225116
598	0.9525966672	0.1751968416
599	0.9525966672	0.1750449447
600	0.9529202394	0.1747910213
601	0.9529202394	0.1746098018
602	0.9529202394	0.1744490429
603	0.9529202394	0.1742736052
604	0.9529202394	0.1740855317
605	0.9529202394	0.1739147287
606	0.9529202394	0.1736799939
607	0.9530820256	0.173456912
608	0.9532438117	0.1733165633
609	0.9532438117	0.1731789846
610	0.9532438117	0.1729714231
611	0.9532438117	0.1728392573
612	0.9532438117	0.1726401566
613	0.9532438117	0.1725087444
614	0.9532438117	0.1723156557
615	0.9534055978	0.1722184198
616	0.9535673839	0.1721153061
617	0.9535673839	0.1719137621
618	0.95372917	0.1717644332
619	0.9538909562	0.1715699312
620	0.9538909562	0.1714907288
621	0.9538909562	0.1713107139
622	0.9538909562	0.1711485071
623	0.9538909562	0.1710274848
624	0.95372917	0.1708514875
625	0.9538909562	0.1707649075
626	0.95372917	0.1706539564
627	0.95372917	0.1705603528
628	0.9538909562	0.1703931664
629	0.9540527423	0.1702199087
630	0.9540527423	0.1700902646
631	0.9540527423	0.1699779147
632	0.9540527423	0.1698274871
633	0.9540527423	0.1697498317
634	0.9540527423	0.1695865866
635	0.9540527423	0.1693755741
636	0.9542145284	0.169237671
637	0.9542145284	0.1690466308
638	0.9542145284	0.1689258206
639	0.9542145284	0.1688126598
640	0.9542145284	0.1686208127
641	0.9542145284	0.1685227855
642	0.9543763145	0.1684289226
643	0.9543763145	0.1682916843
644	0.9546998867	0.168136073
645	0.9545381006	0.1680028145
646	0.9545381006	0.1678404219
647	0.9545381006	0.1676667384
648	0.9546998867	0.1675022442
649	0.9546998867	0.1673337852
650	0.9546998867	0.1672270768
651	0.9548616729	0.1671081742
652	0.9542145284	0.1668770297
653	0.9545381006	0.1666787986
654	0.9545381006	0.1665491471
655	0.9543763145	0.1663729379
656	0.9545381006	0.1663161522
657	0.9545381006	0.1662431218
658	0.9545381006	0.1659191177
659	0.9545381006	0.1657826814
660	0.9546998867	0.1656271314
661	0.9546998867	0.1655075671
662	0.9546998867	0.1653404951
663	0.9548616729	0.1652435706
664	0.9548616729	0.1650449432
665	0.9548616729	0.1649021171
666	0.9548616729	0.1647418056
667	0.955023459	0.1646412531
668	0.955023459	0.1644835775
669	0.955023459	0.164392612
670	0.9551852451	0.1642494151
671	0.9551852451	0.1641834368
672	0.9551852451	0.1640249614
673	0.9553470312	0.1638900761
674	0.9555088173	0.1637534176
675	0.9556706035	0.1636058463
676	0.9556706035	0.1634852024
677	0.9556706035	0.1632877712
678	0.9556706035	0.1631600617
679	0.9558323896	0.1630306616
680	0.9558323896	0.1628199927
681	0.9558323896	0.1627099881
682	0.9563177479	0.1625999912
683	0.9561559618	0.1624294861
684	0.9563177479	0.1623333652
685	0.9563177479	0.1621813743
686	0.9564795341	0.1620446893
687	0.9564795341	0.1619700018
688	0.9564795341	0.1618780806
689	0.9564795341	0.1617043528
690	0.9564795341	0.161553448
691	0.9564795341	0.161434633
692	0.9564795341	0.1612972229
693	0.9564795341	0.161189334
694	0.9564795341	0.1610443683
695	0.9566413202	0.1609256183
696	0.9564795341	0.160676278
697	0.9564795341	0.1605511476
698	0.9564795341	0.1604222605
699	0.9566413202	0.1601799268
700	0.9566413202	0.1600642573
701	0.9569648924	0.1598996402
702	0.9571266785	0.1597265351
703	0.9571266785	0.1595923754
704	0.9571266785	0.159470485
705	0.9571266785	0.1593433991
706	0.9571266785	0.1592158016
707	0.9571266785	0.1590649842
708	0.9571266785	0.1589374281
709	0.9571266785	0.1588255308
710	0.9571266785	0.1586762368
711	0.9571266785	0.1585946757
712	0.9571266785	0.1584117802
713	0.9571266785	0.1582643462
714	0.9571266785	0.1580395387
715	0.9571266785	0.1579031038
716	0.9571266785	0.1577079879
717	0.9571266785	0.1575394334
718	0.9574502508	0.1574440633
719	0.9574502508	0.1573224401
720	0.9574502508	0.1572289443
721	0.9576120369	0.1571030374
722	0.957773823	0.1569768324
723	0.957773823	0.1568942261
724	0.957773823	0.1568273535
725	0.9574502508	0.1566893026
726	0.9576120369	0.1565813198
727	0.957773823	0.1564159935
728	0.9579356091	0.1561762644
729	0.957773823	0.1560735605
730	0.9582591814	0.155896165
731	0.9582591814	0.1557705691
732	0.9584209675	0.1556368755
733	0.9584209675	0.1554508835
734	0.9584209675	0.1553310434
735	0.9579356091	0.1552094446
736	0.9580973952	0.1550492854
737	0.9582591814	0.1548937269
738	0.9585827536	0.1547795512
739	0.9585827536	0.1546569719
740	0.9587445397	0.1545296808
741	0.9587445397	0.1543786041
742	0.9587445397	0.1542607331
743	0.9587445397	0.1541295793
744	0.9585827536	0.1539817208
745	0.9589063258	0.1538399937
746	0.959068112	0.1537345876
747	0.959068112	0.1536316587
748	0.959068112	0.1534830936
749	0.959068112	0.1533741692
750	0.959068112	0.153265428
751	0.959068112	0.1530921938
752	0.9592298981	0.1529853024
753	0.9593916842	0.1527988085
754	0.9593916842	0.1526454642
755	0.9593916842	0.1524935573
756	0.9593916842	0.1523680681
757	0.9595534703	0.1522684437
758	0.9595534703	0.1521440808
759	0.9595534703	0.15206492
760	0.9595534703	0.1519249103
761	0.9597152564	0.1517907217
762	0.9597152564	0.1516087229
763	0.9597152564	0.1514998368
764	0.9597152564	0.1513946964
765	0.9597152564	0.1512502578
766	0.9597152564	0.1511486117
767	0.9597152564	0.1510345259
768	0.9597152564	0.1509172814
769	0.9597152564	0.1508267612
770	0.9597152564	0.1507168637
771	0.9600388287	0.1505940041
772	0.9600388287	0.1504822125
773	0.9600388287	0.1503380509
774	0.9600388287	0.1502626255
775	0.9600388287	0.1501138003
776	0.9600388287	0.1500339345
777	0.9602006148	0.1498796175
778	0.9602006148	0.1497540328
779	0.9602006148	0.1496344018
780	0.9603624009	0.1495031597
781	0.9603624009	0.1494103692
782	0.9603624009	0.1492783932
783	0.960524187	0.1490874747
784	0.960524187	0.1489585188
785	0.960524187	0.148856464
786	0.960524187	0.1487171529
787	0.960524187	0.148571562
788	0.960524187	0.1484557208
789	0.960524187	0.1483686861
790	0.960524187	0.1482303383
791	0.960524187	0.1481053398
792	0.960524187	0.1480396501
793	0.960524187	0.1478744872
794	0.960524187	0.147762662
795	0.960524187	0.1476890769
796	0.960524187	0.1475773282
797	0.960524187	0.1473544352
798	0.960524187	0.1473046021
799	0.960524187	0.1471787151
800	0.960524187	0.1471052442
801	0.960524187	0.1469817206
802	0.960524187	0.1468292091
803	0.960524187	0.1467042414
804	0.960524187	0.1465886392
805	0.960524187	0.1464529541
806	0.9606859731	0.1463553977
807	0.9606859731	0.1462569784
808	0.9606859731	0.1461504428
809	0.9606859731	0.1459986571
810	0.9606859731	0.1458964983
811	0.9606859731	0.1457643885
812	0.9608477593	0.1456446775
813	0.9608477593	0.1455380749
814	0.9608477593	0.1452502782
815	0.9611713315	0.1451540143
816	0.9610095454	0.1450162734
817	0.9608477593	0.1449232366
818	0.9610095454	0.144785195
819	0.9608477593	0.1446516378
820	0.9611713315	0.1445343598
821	0.9611713315	0.1444098307
822	0.9611713315	0.1442772027
823	0.9610095454	0.1441727017
824	0.9610095454	0.1440534543
825	0.9610095454	0.1439373777
826	0.9610095454	0.1438370223
827	0.9610095454	0.1436574512
828	0.9608477593	0.1436133101
829	0.9613331176	0.1434976162
830	0.9613331176	0.1433702715
831	0.9613331176	0.1432398798
832	0.9613331176	0.1431502608
833	0.9613331176	0.1430206432
834	0.9613331176	0.142895724
835	0.9613331176	0.1428145044
836	0.9613331176	0.1426140387
837	0.9616566899	0.1425208495
838	0.9616566899	0.1423610543
839	0.9616566899	0.1422274959
840	0.961818476	0.1420932766
841	0.961818476	0.141995419
842	0.961818476	0.1418769213
843	0.9621420482	0.1417830166
844	0.9621420482	0.1415667357
845	0.9621420482	0.1413767817
846	0.9621420482	0.1412161124
847	0.9621420482	0.1410391609
848	0.9621420482	0.1409488475
849	0.9621420482	0.1408504114
850	0.9623038343	0.1407465113
851	0.9623038343	0.1406480889
852	0.9623038343	0.1405307538
853	0.9623038343	0.1404344739
854	0.9623038343	0.1403313293
855	0.9623038343	0.1402523822
856	0.9623038343	0.1401795723
857	0.9623038343	0.1401025672
858	0.9623038343	0.1399914586
859	0.9623038343	0.1398733963
860	0.9623038343	0.1397272784
861	0.9624656204	0.139630217
862	0.9626274066	0.1395153326
863	0.9624656204	0.1393515542
864	0.9624656204	0.1392491048
865	0.9626274066	0.1391565647
866	0.9626274066	0.1390656342
867	0.9627891927	0.1390121855
868	0.9627891927	0.1389020385
869	0.9627891927	0.1388065742
870	0.9627891927	0.1387163635
871	0.9627891927	0.1386171529
872	0.9627891927	0.138552272
873	0.9627891927	0.1384538374
874	0.9627891927	0.1383697841
875	0.9627891927	0.1383070854
876	0.9627891927	0.138162598
877	0.9627891927	0.1380775326
878	0.9627891927	0.1379532765
879	0.9627891927	0.1378903379
880	0.9629509788	0.1377764595
881	0.9631127649	0.137654104
882	0.9631127649	0.1375148079
883	0.963274551	0.1374405445
