iter	Passed	Remaining
600	22907	205787
601	22940	205702
602	22976	205642
603	23008	205548
604	23040	205458
605	23071	205361
606	23103	205267
607	23143	205247
608	23177	205173
609	23209	205082
610	23243	205010
611	23278	204943
612	23311	204857
613	23342	204762
614	23380	204725
615	23417	204671
616	23449	204581
617	23481	204496
618	23514	204415
619	23547	204328
620	23579	204244
621	23619	204222
622	23653	204152
623	23686	204066
624	23719	203987
625	23752	203906
626	23784	203818
627	23816	203731
628	23858	203726
629	23891	203644
630	23923	203555
631	23955	203467
632	23987	203381
633	24019	203295
634	24050	203200
635	24088	203159
636	24123	203095
637	24155	203009
638	24187	202924
639	24220	202846
640	24252	202757
641	24283	202662
642	24321	202631
643	24356	202564
644	24388	202478
645	24420	202393
646	24451	202304
647	24483	202219
648	24515	202128
649	24556	202118
650	24589	202039
651	24620	201949
652	24654	201879
653	24685	201790
654	24718	201711
655	24751	201635
656	24790	201607
657	24822	201524
658	24854	201439
659	24886	201355
660	24918	201273
661	24950	201183
662	24981	201098
663	25019	201064
664	25051	200980
665	25084	200898
666	25115	200814
667	25147	200728
668	25179	200648
669	25211	200563
670	25248	200521
671	25282	200451
672	25313	200365
673	25346	200289
674	25378	200205
675	25411	200134
676	25442	200047
677	25482	200022
678	25514	199942
679	25547	199871
680	25580	199799
681	25612	199717
682	25644	199635
683	25675	199550
684	25716	199536
685	25748	199459
686	25780	199377
687	25813	199305
688	25846	199230
689	25878	199152
690	25910	199075
691	25949	199047
692	25981	198967
693	26013	198890
694	26045	198811
695	26079	198740
696	26112	198668
697	26145	198597
698	26186	198589
699	26218	198510
700	26249	198427
701	26281	198349
702	26314	198274
703	26346	198195
704	26379	198124
705	26421	198125
706	26454	198056
707	26488	197992
708	26523	197934
709	26557	197870
710	26591	197811
711	26625	197749
712	26668	197748
713	26701	197684
714	26737	197635
715	26770	197564
716	26804	197499
717	26839	197448
718	26875	197398
719	26907	197318
720	26938	197240
721	26970	197163
722	27003	197092
723	27035	197016
724	27075	196996
725	27108	196932
726	27140	196852
727	27172	196778
728	27204	196702
729	27236	196628
730	27269	196553
731	27308	196528
732	27341	196461
733	27373	196389
734	27406	196318
735	27437	196238
736	27470	196168
737	27503	196102
738	27546	196104
739	27582	196062
740	27617	196003
741	27652	195951
742	27686	195889
743	27719	195822
744	27753	195761
745	27793	195744
746	27825	195674
747	27859	195609
748	27892	195547
749	27927	195492
750	27963	195445
751	28004	195437
752	28041	195399
753	28077	195351
754	28111	195289
755	28146	195236
756	28181	195185
757	28220	195157
758	28252	195087
759	28286	195026
760	28318	194953
761	28350	194884
762	28383	194816
763	28422	194787
764	28454	194716
765	28487	194649
766	28518	194575
767	28550	194501
768	28586	194452
769	28629	194460
770	28667	194429
771	28708	194416
772	28743	194361
773	28774	194285
774	28813	194260
775	28848	194207
776	28880	194133
777	28912	194063
778	28944	193989
779	28977	193923
780	29013	193878
781	29057	193893
782	29090	193827
783	29124	193766
784	29156	193694
785	29188	193623
786	29220	193555
787	29252	193482
788	29291	193454
789	29325	193398
790	29357	193327
791	29390	193263
792	29423	193197
793	29454	193125
794	29486	193053
795	29524	193024
796	29559	192971
797	29591	192901
798	29625	192842
799	29659	192787
800	29692	192720
801	29725	192659
802	29768	192658
803	29801	192597
804	29833	192528
805	29865	192456
806	29896	192384
807	29931	192331
808	29968	192293
809	30000	192222
810	30031	192152
811	30063	192080
812	30095	192008
813	30127	191939
814	30165	191912
815	30199	191857
816	30232	191794
817	30265	191730
818	30296	191658
819	30328	191588
820	30360	191516
821	30399	191494
822	30436	191458
823	30470	191400
824	30502	191332
825	30535	191271
826	30567	191204
827	30599	191137
828	30639	191116
829	30672	191058
830	30705	190994
831	30737	190928
832	30769	190857
833	30802	190797
834	30840	190767
835	30874	190710
836	30906	190643
837	30938	190575
838	30969	190505
839	31001	190439
840	31042	190427
841	31076	190370
842	31109	190309
843	31142	190248
844	31174	190180
845	31205	190110
846	31237	190046
847	31277	190025
848	31310	189964
849	31341	189895
850	31374	189830
851	31406	189764
852	31438	189701
853	31470	189631
854	31508	189606
855	31543	189555
856	31575	189490
857	31608	189427
858	31639	189357
859	31672	189300
860	31705	189238
861	31747	189230
862	31779	189165
863	31813	189112
864	31845	189046
865	31877	188983
866	31911	188926
867	31943	188864
868	31985	188859
869	32017	188794
870	32050	188731
871	32082	188667
872	32114	188601
873	32145	188534
874	32178	188476
875	32223	188486
876	32257	188434
877	32290	188372
878	32322	188308
879	32354	188247
880	32387	188185
881	32420	188124
882	32460	188107
883	32493	188049
884	32527	187997
885	32559	187931
886	32592	187874
887	32625	187816
888	32657	187753
889	32696	187728
890	32730	187676
891	32762	187615
892	32794	187552
893	32826	187486
894	32858	187421
895	32890	187356
896	32927	187326
897	32963	187279
898	32998	187236
899	33032	187181
900	33068	187140
901	33102	187092
902	33140	187060
903	33187	187084
904	33219	187021
905	33251	186958
906	33285	186902
907	33317	186843
908	33355	186810
909	33393	186780
910	33426	186728
911	33459	186669
912	33491	186607
913	33524	186546
914	33557	186489
915	33597	186472
916	33628	186407
917	33660	186341
918	33692	186280
919	33723	186213
920	33755	186149
921	33798	186146
922	33831	186088
923	33863	186026
924	33894	185963
925	33925	185895
926	33957	185829
927	33988	185765
928	34026	185736
929	34061	185692
930	34093	185629
931	34126	185572
932	34158	185510
933	34191	185456
934	34224	185396
935	34262	185370
936	34296	185319
937	34328	185256
938	34360	185197
939	34393	185137
940	34426	185083
941	34459	185029
942	34498	185004
943	34532	184955
944	34564	184891
945	34597	184834
946	34632	184792
947	34677	184801
948	34714	184765
949	34755	184750
950	34787	184689
951	34819	184631
952	34851	184570
953	34884	184516
954	34917	184461
955	34960	184455
956	34995	184413
957	35030	184365
958	35064	184317
959	35098	184266
960	35135	184231
961	35172	184200
962	35206	184149
963	35237	184084
964	35269	184024
965	35301	183964
966	35333	183901
967	35373	183881
968	35404	183817
969	35436	183760
970	35469	183703
971	35501	183642
972	35533	183583
973	35565	183521
974	35605	183504
975	35637	183443
976	35671	183393
977	35704	183343
978	35736	183284
979	35768	183224
980	35801	183169
981	35841	183147
982	35874	183096
983	35906	183037
984	35939	182982
985	35970	182917
986	36003	182860
987	36034	182796
988	36074	182777
989	36106	182720
990	36138	182660
991	36171	182605
992	36203	182548
993	36238	182504
994	36270	182447
995	36309	182422
996	36341	182363
997	36373	182302
998	36405	182245
999	36437	182188
1000	36471	182138
1001	36503	182081
1002	36544	182066
1003	36577	182011
1004	36608	181950
1005	36641	181896
1006	36673	181836
1007	36704	181774
1008	36736	181717
1009	36775	181693
1010	36807	181635
1011	36840	181581
1012	36872	181523
1013	36904	181464
1014	36944	181444
1015	36995	181480
1016	37030	181436
1017	37061	181377
1018	37094	181323
1019	37127	181267
1020	37159	181212
1021	37194	181168
1022	37232	181140
1023	37265	181088
1024	37298	181035
1025	37330	180978
1026	37362	180920
1027	37396	180872
1028	37429	180819
1029	37467	180791
1030	37500	180737
1031	37533	180682
1032	37564	180624
1033	37596	180567
1034	37629	180511
1035	37661	180455
1036	37702	180441
1037	37735	180386
1038	37768	180335
1039	37800	180279
1040	37832	180221
1041	37865	180167
1042	37897	180110
1043	37937	180092
1044	37974	180062
1045	38006	180005
1046	38039	179952
1047	38075	179914
1048	38107	179859
1049	38140	179802
1050	38178	179778
1051	38211	179722
1052	38243	179670
1053	38275	179612
1054	38308	179560
1055	38341	179508
1056	38385	179506
1057	38420	179466
1058	38462	179454
1059	38510	179475
1060	38559	179497
1061	38605	179505
1062	38649	179503
1063	38686	179472
1064	38719	179420
1065	38751	179363
1066	38788	179326
1067	38822	179281
1068	38853	179222
1069	38885	179165
1070	38917	179107
1071	38949	179050
1072	38981	178993
1073	39017	178957
1074	39052	178916
1075	39084	178858
1076	39116	178800
1077	39147	178743
1078	39178	178682
1079	39210	178625
1080	39251	178608
1081	39284	178558
1082	39315	178499
1083	39346	178440
1084	39380	178392
1085	39411	178333
1086	39452	178314
1087	39502	178340
1088	39553	178373
1089	39607	178415
1090	39643	178377
1091	39681	178346
1092	39715	178302
1093	39747	178243
1094	39779	178190
1095	39810	178132
1096	39843	178078
1097	39874	178018
1098	39915	178004
1099	39948	177952
1100	39980	177895
1101	40012	177841
1102	40043	177783
1103	40077	177735
1104	40109	177677
1105	40152	177672
1106	40185	177621
1107	40217	177565
1108	40249	177511
1109	40281	177457
1110	40314	177406
1111	40346	177349
1112	40382	177314
1113	40417	177272
1114	40449	177217
1115	40481	177162
1116	40515	177112
1117	40547	177058
1118	40580	177010
1119	40620	176988
1120	40655	176947
1121	40687	176891
1122	40719	176838
1123	40751	176783
1124	40783	176727
1125	40816	176676
1126	40855	176653
1127	40896	176637
1128	40928	176584
1129	40960	176529
1130	40992	176474
1131	41024	176421
1132	41057	176370
1133	41095	176340
1134	41128	176288
1135	41161	176242
1136	41196	176197
1137	41227	176141
1138	41260	176089
1139	41298	176062
1140	41331	176012
1141	41364	175962
1142	41396	175907
1143	41427	175850
1144	41460	175801
1145	41498	175771
1146	41531	175720
1147	41563	175667
1148	41595	175612
1149	41630	175570
1150	41665	175530
1151	41703	175501
1152	41734	175444
1153	41766	175389
1154	41798	175334
1155	41829	175280
1156	41861	175225
1157	41900	175200
1158	41933	175149
1159	41964	175093
1160	41995	175037
1161	42027	174981
1162	42059	174929
1163	42092	174879
1164	42129	174846
1165	42162	174795
1166	42193	174741
1167	42226	174690
1168	42259	174641
1169	42291	174589
1170	42323	174533
1171	42359	174497
1172	42395	174462
1173	42429	174414
1174	42461	174361
1175	42493	174308
1176	42525	174255
1177	42556	174201
1178	42593	174167
1179	42627	174122
1180	42659	174068
1181	42691	174016
1182	42723	173964
1183	42755	173908
1184	42787	173858
1185	42825	173828
1186	42859	173784
1187	42892	173734
1188	42924	173682
1189	42956	173631
1190	42988	173579
1191	43020	173525
1192	43058	173498
1193	43091	173449
1194	43123	173395
1195	43155	173342
1196	43186	173288
1197	43217	173232
1198	43250	173180
1199	43292	173168
1200	43355	173241
1201	43391	173203
1202	43422	173149
1203	43454	173096
1204	43486	173045
1205	43526	173023
1206	43560	172978
1207	43593	172929
1208	43626	172881
1209	43658	172829
1210	43690	172777
1211	43722	172723
1212	43761	172702
1213	43794	172652
1214	43826	172600
1215	43859	172554
1216	43891	172499
1217	43923	172446
1218	43955	172395
1219	43994	172371
1220	44029	172333
1221	44061	172278
1222	44093	172228
1223	44125	172174
1224	44158	172129
1225	44190	172075
1226	44230	172057
1227	44263	172006
1228	44295	171956
1229	44327	171904
1230	44359	171851
1231	44392	171803
1232	44423	171751
1233	44462	171723
1234	44497	171684
1235	44530	171638
1236	44562	171583
1237	44595	171538
1238	44629	171492
1239	44661	171441
1240	44698	171410
1241	44733	171372
1242	44766	171322
1243	44809	171312
1244	44853	171309
1245	44901	171317
1246	44947	171319
1247	44983	171284
1248	45022	171258
1249	45060	171229
1250	45095	171188
1251	45132	171155
1252	45171	171130
1253	45204	171083
1254	45237	171038
1255	45271	170993
1256	45305	170949
1257	45341	170914
1258	45380	170887
1259	45415	170847
1260	45449	170806
1261	45484	170764
1262	45519	170724
1263	45556	170692
1264	45592	170656
1265	45624	170606
1266	45656	170555
1267	45689	170506
1268	45722	170458
1269	45753	170405
1270	45794	170385
1271	45832	170357
1272	45867	170319
1273	45901	170273
1274	45933	170224
1275	45977	170219
1276	46024	170221
1277	46065	170202
1278	46096	170151
1279	46129	170102
1280	46163	170057
1281	46200	170025
1282	46235	169987
1283	46271	169949
1284	46303	169898
1285	46335	169848
1286	46366	169794
1287	46400	169750
1288	46438	169722
1289	46478	169699
1290	46524	169701
1291	46559	169660
1292	46591	169609
1293	46624	169561
1294	46661	169530
1295	46695	169487
1296	46727	169436
1297	46759	169384
1298	46790	169333
1299	46826	169296
1300	46858	169247
1301	46899	169228
1302	46932	169179
1303	46967	169140
1304	46999	169090
1305	47038	169063
1306	47070	169015
1307	47105	168974
1308	47145	168953
1309	47185	168931
1310	47221	168894
1311	47256	168856
1312	47312	168889
1313	47357	168886
1314	47400	168874
1315	47435	168834
1316	47472	168803
1317	47508	168766
1318	47552	168757
1319	47589	168725
1320	47627	168698
1321	47663	168659
1322	47702	168636
1323	47739	168602
1324	47780	168583
1325	47813	168536
1326	47844	168484
1327	47878	168439
1328	47914	168402
1329	47947	168356
1330	47980	168311
1331	48019	168285
1332	48057	168255
1333	48094	168222
1334	48127	168175
1335	48162	168135
1336	48200	168107
1337	48239	168082
1338	48274	168039
1339	48306	167991
1340	48338	167940
1341	48372	167898
1342	48406	167856
1343	48443	167823
1344	48476	167774
1345	48511	167736
1346	48545	167691
1347	48580	167652
1348	48616	167617
1349	48656	167595
1350	48689	167548
1351	48721	167497
1352	48754	167451
1353	48790	167417
1354	48825	167375
1355	48864	167349
1356	48900	167313
1357	48932	167263
1358	48963	167212
1359	48995	167161
1360	49027	167112
1361	49067	167090
1362	49101	167044
1363	49139	167017
1364	49173	166972
1365	49206	166928
1366	49245	166901
1367	49280	166862
1368	49316	166826
1369	49358	166810
1370	49400	166792
1371	49442	166779
1372	49482	166754
1373	49518	166718
1374	49549	166666
1375	49582	166619
1376	49615	166572
1377	49649	166530
1378	49685	166494
1379	49725	166472
1380	49758	166424
1381	49789	166373
1382	49822	166325
1383	49857	166286
1384	49897	166265
1385	49936	166237
1386	49968	166187
1387	49999	166137
1388	50031	166086
1389	50064	166040
1390	50095	165989
1391	50135	165966
1392	50170	165926
1393	50205	165886
1394	50236	165834
1395	50268	165783
1396	50299	165732
1397	50331	165682
1398	50372	165665
1399	50404	165616
1400	50437	165569
1401	50470	165521
1402	50503	165475
1403	50536	165431
1404	50568	165383
1405	50608	165359
1406	50643	165319
1407	50675	165272
1408	50714	165244
1409	50745	165194
1410	50777	165145
1411	50810	165099
1412	50855	165092
1413	50894	165064
1414	50929	165026
1415	50972	165011
1416	51013	164991
1417	51058	164986
1418	51098	164961
1419	51129	164912
1420	51161	164861
1421	51193	164814
1422	51231	164784
1423	51272	164762
1424	51304	164713
1425	51336	164665
1426	51369	164621
1427	51401	164570
1428	51434	164525
1429	51473	164499
1430	51508	164461
1431	51540	164411
