iter	MAE	RMSE
76	0.1116025383	0.1383532885
77	0.1111781105	0.1378305579
78	0.1103577205	0.1369124466
79	0.1098066268	0.1362948668
80	0.109092633	0.1353746841
81	0.1086434064	0.1347304
82	0.1080424677	0.1339488063
83	0.1075493139	0.133361502
84	0.1069859884	0.1327304525
85	0.1063417289	0.131907966
86	0.1055660776	0.1311211619
87	0.1048836728	0.1304333676
88	0.1043178455	0.1297927785
89	0.1036449101	0.1291558356
90	0.1029142933	0.1283381364
91	0.1022908211	0.1276676279
92	0.1017382206	0.1270568363
93	0.1010129693	0.1263401026
94	0.1004342897	0.1256126986
95	0.09963326677	0.1248752747
96	0.09923443823	0.1244258724
97	0.09857801527	0.1237403725
98	0.09800413511	0.1231295073
99	0.09800666312	0.1231149372
100	0.09773130616	0.1226920489
101	0.09723598861	0.1222297789
102	0.0966376714	0.1214675343
103	0.09615160766	0.1208272638
104	0.09568266373	0.1202501775
105	0.0950703803	0.1195936762
106	0.09454622054	0.1190786007
107	0.09428258227	0.1187124517
108	0.09387561148	0.1182724987
109	0.09363200957	0.1180237857
110	0.09321116449	0.1175992186
111	0.09266620277	0.116929695
112	0.09204654533	0.116189939
113	0.0917741483	0.1157508981
114	0.09166591874	0.1156134544
115	0.0913127154	0.1151431153
116	0.09100925507	0.1148148374
117	0.0906736426	0.1143821576
118	0.09026135387	0.1139772472
119	0.08979429546	0.113452175
120	0.08939505752	0.1130477235
121	0.08892880911	0.1124988757
122	0.0887477634	0.1122456062
123	0.08858784844	0.1120586201
124	0.08839484125	0.1118527736
125	0.08778989661	0.1110399464
126	0.08738090431	0.1105198467
127	0.08698721879	0.1099840468
128	0.08682306786	0.1098031903
129	0.08643742536	0.1093502731
130	0.08629809787	0.1091681157
131	0.08597747027	0.1087590505
132	0.08582384607	0.1084765321
133	0.08555379413	0.1081200796
134	0.08536674568	0.1077234825
135	0.08519216009	0.1074857327
136	0.08500618828	0.1070563448
137	0.08488109562	0.1068370219
138	0.08458623734	0.10651324
139	0.08441339393	0.1062869222
140	0.08424643409	0.1060825905
141	0.08401021733	0.1057738797
142	0.08372672762	0.1053840827
143	0.08363609764	0.1052046078
144	0.0831691616	0.104717792
145	0.08301006096	0.1044646593
146	0.08254175093	0.1039245767
147	0.08237631401	0.1036375496
148	0.08207454922	0.1032655897
149	0.08163051527	0.1028039906
150	0.08148272328	0.1025826816
151	0.08137760734	0.1023875401
152	0.08115832694	0.1020901832
153	0.0809572557	0.1017172032
154	0.08075724091	0.1013757226
155	0.08048362431	0.1010699452
156	0.08012443799	0.1006596479
157	0.0797999563	0.1003026488
158	0.07944583392	0.09982616384
159	0.07918019245	0.09955339839
160	0.07902024432	0.09935327592
161	0.07866179217	0.09889698646
162	0.07823680912	0.09838841904
163	0.07813600352	0.09821008475
164	0.07801443824	0.09806236953
165	0.07757611507	0.09761914047
166	0.07720457447	0.09722427716
167	0.07687026639	0.09686806822
168	0.07663486337	0.09657694586
169	0.07642751657	0.09623842191
170	0.07618219746	0.09587771264
171	0.07588882164	0.09550663774
172	0.07566909518	0.09523692932
173	0.07544066277	0.09495538927
174	0.07522938911	0.09472148452
175	0.07506400742	0.09454673473
176	0.07487347205	0.09433246412
177	0.07452061064	0.09393135727
178	0.07447055011	0.09386574624
179	0.07438192435	0.09377966204
180	0.07418085215	0.09353707057
181	0.07384201106	0.09311705835
182	0.07363987388	0.09293404901
183	0.07344298	0.09263497452
184	0.07332990369	0.09252674862
185	0.07315704518	0.09229955058
186	0.07296377976	0.09204600353
187	0.07270739948	0.09174905243
188	0.07268915732	0.09169118116
189	0.07237967149	0.0913125965
190	0.07227137838	0.09111375699
191	0.07204378791	0.09076226287
192	0.07194213898	0.09067845814
193	0.07190175371	0.09058254824
194	0.07173463989	0.09037402267
195	0.07136588478	0.09000042686
196	0.07134374514	0.08995667847
197	0.07126877301	0.08978487985
198	0.0710355254	0.08948367309
199	0.07085609476	0.08928681101
200	0.07053962082	0.08890469482
201	0.07036161155	0.08866443053
202	0.07022988334	0.08836401633
203	0.07008009216	0.08820344421
204	0.06950834904	0.08770649456
205	0.06922031828	0.0873201436
206	0.06912012686	0.08719461467
207	0.06893963991	0.08693558482
208	0.06873558373	0.08667558809
209	0.06862250021	0.08653242056
210	0.06844769664	0.0862830893
211	0.068297052	0.08607850553
212	0.06810571097	0.08583500855
213	0.0678681788	0.08561892421
214	0.06768492481	0.08543212224
215	0.06763641835	0.08536948183
216	0.06755720384	0.08523560368
217	0.06737870709	0.08505801229
218	0.0672657183	0.08493961599
219	0.06720494146	0.08486665677
220	0.06715677585	0.0848037553
221	0.06704906085	0.08471713063
222	0.06692716487	0.08450639647
223	0.06666844805	0.08428959194
224	0.06662713621	0.08422799108
225	0.06653076864	0.08413793611
226	0.0664831647	0.08407313195
227	0.06614988063	0.08360452168
228	0.06600459805	0.08344073667
229	0.06591696734	0.08337905522
230	0.06565930659	0.08310893327
231	0.06548008422	0.08292271164
232	0.06531799408	0.08276794244
233	0.06518706486	0.08257749488
234	0.06490403074	0.08222392754
235	0.06485045062	0.08215513878
236	0.06468593852	0.08199752664
237	0.06458743138	0.08179576521
238	0.06452747423	0.08170302907
239	0.06438103954	0.08152859012
240	0.06419278078	0.0813010718
241	0.06397672329	0.08098103031
242	0.06380763563	0.08075689935
243	0.06375689845	0.0806950569
244	0.06345600948	0.08030838883
245	0.06341788626	0.08021853376
246	0.06337511755	0.08014644144
247	0.06330099446	0.08007561666
248	0.0632334893	0.07996518591
249	0.06311453246	0.07977120631
250	0.06292294437	0.07952187121
251	0.06285199472	0.07942300966
252	0.06265134841	0.0791362829
253	0.06244926172	0.07890994414
254	0.06231907365	0.07870520896
255	0.06215735699	0.07854791705
256	0.06194680664	0.07822457096
257	0.06183863232	0.07811362836
258	0.06163257256	0.07776553341
259	0.06151906272	0.07759513303
260	0.06128264417	0.07728307403
261	0.06111244271	0.07703282879
262	0.06108199223	0.07694757134
263	0.06097538756	0.0767923966
264	0.06066679008	0.07641788903
265	0.060596653	0.07631076661
266	0.06048049597	0.07611779157
267	0.06024582772	0.07587181012
268	0.06021254139	0.07584124542
269	0.06010805037	0.07572521642
270	0.05998568311	0.07558561023
271	0.0598578951	0.07543778696
272	0.0597377978	0.07526021564
273	0.05958487499	0.07502191165
274	0.05941736505	0.07481651556
275	0.05932974606	0.0746862055
276	0.05925622621	0.07455082226
277	0.05897479795	0.07415380086
278	0.05894428565	0.07411855602
279	0.05882937005	0.07395050098
280	0.05864961135	0.07375033969
281	0.05850027441	0.07359457852
282	0.05830372249	0.07330972488
283	0.05828789731	0.07328237119
284	0.05821502107	0.07319020951
285	0.05803710671	0.07295620204
286	0.05791634654	0.07284377143
287	0.05766168117	0.0725303298
288	0.05758238134	0.07241774501
289	0.05749529959	0.07224783295
290	0.05734580137	0.07205982364
291	0.05703761511	0.07167811595
292	0.05690140252	0.07149245676
293	0.05684681796	0.07141423476
294	0.0566345703	0.07116331058
295	0.05653611553	0.07102645199
296	0.05639776729	0.07078866871
297	0.05626608165	0.07063563289
298	0.05609245507	0.07036594856
299	0.0558442789	0.07014042757
300	0.05571363423	0.06991577559
301	0.05549782717	0.0696007243
302	0.05531015499	0.06937924064
303	0.05523679796	0.06929896632
304	0.05512563987	0.06917419127
305	0.05505445325	0.06909686078
306	0.05477816736	0.06880240305
307	0.05472797203	0.06871748892
308	0.05448996264	0.06840646145
309	0.05441207264	0.06831393493
310	0.05439939806	0.06827294259
311	0.05424393194	0.06814118831
312	0.05407058437	0.06792326148
313	0.05394719622	0.06775983073
314	0.05373450479	0.06754117333
315	0.05367626936	0.06747688489
316	0.05359214579	0.06735455076
317	0.05345458922	0.06721931207
318	0.05341728698	0.06716925282
319	0.0533377991	0.06708713736
320	0.05320361272	0.06696168772
321	0.05308726013	0.06680809972
322	0.05281639036	0.06647303276
323	0.05258358636	0.06612893644
324	0.05245431505	0.06594142407
325	0.05240490862	0.06580497276
326	0.05235197874	0.06575088527
327	0.05227731442	0.06563151606
328	0.05226673212	0.06561335269
329	0.05210184797	0.06540685872
330	0.05203027783	0.06523599554
331	0.05192208982	0.06508356686
332	0.05172376423	0.06487955473
333	0.05171772512	0.06485199673
334	0.05164175559	0.06474202127
335	0.05155013879	0.06463380134
336	0.05141500896	0.06448252908
337	0.05136583204	0.06442398414
338	0.05120367267	0.06421546634
339	0.05117657169	0.06417429907
340	0.05110427108	0.06409102906
341	0.05107221128	0.0640505343
342	0.05086434775	0.06386416774
343	0.05078035233	0.063749707
344	0.05068888844	0.06362970152
345	0.0505408773	0.06351373525
346	0.05037885639	0.06326550287
347	0.05030890629	0.06318632405
348	0.05024019171	0.0631247587
349	0.05015560224	0.06303143061
350	0.05000419496	0.06286557985
351	0.0499088833	0.06274388321
352	0.04985560498	0.06264925478
353	0.04973900574	0.06250453129
354	0.04962090783	0.06231991671
355	0.04954982894	0.06223323467
356	0.04952449221	0.06219390528
357	0.04946174547	0.06211404998
358	0.04942633318	0.06208962729
359	0.04927590357	0.06193747125
360	0.04920706026	0.06184897396
361	0.04899288296	0.06161639399
362	0.04892251625	0.06147919927
363	0.04888524502	0.06145168109
364	0.04885943235	0.06141627638
365	0.04867512114	0.06117933237
366	0.04850483621	0.06097605757
367	0.0484591745	0.06092722965
368	0.04838700032	0.06081820935
369	0.04822569893	0.06062417983
370	0.04809751905	0.06049785981
371	0.04803258128	0.06042754991
372	0.04794141578	0.06030825713
373	0.0478891121	0.0602551017
374	0.04785284724	0.0602024154
375	0.04777084003	0.06015675471
376	0.04771922514	0.06009517713
377	0.0475743132	0.0599592027
378	0.04744516829	0.05978469531
379	0.04729319704	0.05962183168
380	0.04720147872	0.05951600155
381	0.04713276106	0.05942434372
382	0.04704487023	0.05935130825
383	0.04699991523	0.05932575195
384	0.04695003906	0.05926298788
385	0.04689428907	0.05920852033
386	0.04684490348	0.05915044495
387	0.04666399528	0.05894412661
388	0.04647244302	0.05870611396
389	0.04634530257	0.05856385312
390	0.04614613742	0.05836878378
391	0.04600434751	0.05817876897
392	0.0459666511	0.05814672847
393	0.04583386027	0.05801786008
394	0.04580126056	0.05799591458
395	0.04576441822	0.05796842786
396	0.04575946724	0.05795477932
397	0.04567980602	0.05786289423
398	0.04556941357	0.05775099031
399	0.04545594819	0.05762669398
400	0.04536471217	0.05754367312
401	0.04527378316	0.05744007273
402	0.0451809728	0.05731468604
403	0.0450974726	0.05718846508
404	0.04506559646	0.05716483317
405	0.04500155541	0.05709600001
406	0.04495744651	0.05704719806
407	0.04492784789	0.05699398171
408	0.04474028753	0.05680747767
409	0.04467590706	0.05675349172
410	0.04466603345	0.05673988886
411	0.04464726791	0.05670156652
412	0.04454281838	0.05658536407
413	0.04449029007	0.05653211216
414	0.04442021864	0.0564021272
415	0.04432963308	0.05627098414
416	0.04424701526	0.05617801763
417	0.04412773295	0.05607914181
418	0.04390915869	0.05585318678
419	0.0438709444	0.05580498468
420	0.04381391776	0.05574889824
421	0.04374623711	0.05567478686
422	0.04365025134	0.05558282708
423	0.04352566863	0.0553845937
424	0.04350075358	0.05536546285
425	0.04344215306	0.05531352204
426	0.04330869083	0.05513496008
427	0.04328080579	0.05511738893
428	0.04322927117	0.05505502859
429	0.04317274317	0.05500651718
430	0.04313159076	0.05495497647
431	0.04307846255	0.0549098455
432	0.04306196772	0.05489933893
433	0.04304755295	0.05488051213
434	0.04295929444	0.05475322037
435	0.04293491239	0.05473243257
436	0.04290460738	0.05471742666
437	0.04275517148	0.05451618725
438	0.04267044879	0.05442006894
439	0.04264452741	0.05440759093
440	0.04261818935	0.05434861888
441	0.04246729257	0.05419569069
442	0.0424108197	0.05412269856
443	0.04231264807	0.05394751041
444	0.04223893164	0.05382805363
445	0.04220788988	0.05381122023
446	0.04212026859	0.05374636251
447	0.04202570495	0.05360775234
448	0.04199517335	0.05358110649
449	0.0419874253	0.05356256375
450	0.04189986294	0.05348811068
451	0.04188127041	0.05347291471
452	0.04183586407	0.05341125882
453	0.04180939065	0.05339473948
454	0.04163843128	0.05318191622
455	0.04159172302	0.05313560794
456	0.04156243257	0.05305489735
457	0.04145083129	0.05298152709
458	0.04141070671	0.05292613571
459	0.04138794037	0.05291330413
460	0.04134883795	0.0528480701
461	0.04118254903	0.05265277983
462	0.04115474533	0.05260213335
463	0.04103629949	0.05245020862
464	0.04091967953	0.05232112166
465	0.04086564537	0.05225871195
466	0.04083435208	0.05221425668
467	0.04081270502	0.05219291939
468	0.04077739681	0.05216693415
469	0.04066511394	0.05208748397
470	0.04064612415	0.05206917666
471	0.04055921385	0.05192887974
472	0.04053554499	0.05191815321
473	0.04048446354	0.05188055486
474	0.04045907494	0.05186794104
475	0.04040468241	0.05178919482
476	0.04038261491	0.05176675007
477	0.04038455909	0.05175441848
478	0.04012965244	0.05146271308
479	0.04010350149	0.05143175044
480	0.04008042896	0.05139311723
481	0.04005385707	0.05133003488
482	0.04003324526	0.05131896071
483	0.03993473779	0.05119674431
484	0.03987957014	0.05113213311
485	0.03980472823	0.05105427551
486	0.03972883524	0.05098314537
487	0.03971601247	0.05096848356
488	0.0396637376	0.05088078422
489	0.03964208733	0.05087138489
490	0.03956231591	0.05081342824
491	0.03952152968	0.05077223664
492	0.03946076463	0.0506924644
493	0.03940146796	0.05065063021
494	0.03937655594	0.05063097752
495	0.03934542806	0.05060160838
496	0.03927726536	0.05051596616
497	0.03926397166	0.05050871022
498	0.03923709192	0.05049783661
499	0.03915203383	0.0503592187
500	0.0391203216	0.0503293656
501	0.03910167536	0.05031978982
502	0.03908761144	0.05029131381
503	0.03900442381	0.05016202554
504	0.03898555003	0.05015199027
505	0.03897585455	0.05014167087
506	0.0389536705	0.05012425528
507	0.03893609257	0.05011613478
508	0.0389161809	0.05010610048
509	0.03889886351	0.05009769285
510	0.03883305401	0.0500072743
511	0.03880426283	0.04997120506
512	0.03864144469	0.04980345902
513	0.03859895688	0.04976345821
514	0.03853920705	0.04965524697
515	0.03849072989	0.04957944972
516	0.03844262624	0.04953469332
517	0.03840741537	0.0494968029
518	0.03834525894	0.04942415402
519	0.03829642173	0.04935681744
520	0.03826470842	0.04933248103
521	0.03817865794	0.04923916053
522	0.03805617219	0.04912008984
523	0.03804085774	0.04911179582
524	0.03799375193	0.04905836522
525	0.03787661662	0.04896125389
526	0.03782991977	0.04891875844
527	0.03771137109	0.04879694186
528	0.03762996468	0.04869768462
529	0.03755852788	0.04859859205
530	0.03748347571	0.04853773613
531	0.03745766832	0.04851672268
532	0.03733896607	0.04834935519
533	0.03729903832	0.0483122785
534	0.03723368386	0.048234586
535	0.03700762445	0.04795424206
536	0.03688805098	0.04780244492
537	0.03684345246	0.04775535966
538	0.03676380356	0.04767490245
539	0.03674197149	0.0476445701
540	0.03668145013	0.04757488341
541	0.03665569596	0.04754270997
542	0.03663063896	0.04750712152
543	0.03661285923	0.04749968876
544	0.0366079086	0.04749320711
545	0.03647994726	0.04733743039
546	0.03643384266	0.04726849672
547	0.03641850205	0.04725833796
548	0.03640244733	0.04725059276
549	0.03636657372	0.04719911991
550	0.03629178784	0.04710617558
551	0.03626000537	0.04707502369
552	0.0362282889	0.0470587518
553	0.0361477533	0.04695774816
554	0.03613146568	0.04694265306
555	0.03610937573	0.04693674819
556	0.03606348202	0.04690395805
557	0.03599610615	0.04681047039
558	0.03597117711	0.04678871203
559	0.03595624381	0.04678180665
560	0.03590764205	0.0467351613
561	0.03587788982	0.04670513351
562	0.03580221955	0.04661884411
563	0.03578830167	0.04661306102
564	0.03577553424	0.04659985725
565	0.03573395731	0.04656689468
566	0.03565364009	0.04648029178
567	0.03560871871	0.04643350072
568	0.03556907533	0.04636845709
569	0.03553244231	0.0463180495
570	0.03543948163	0.04618151148
571	0.03535800987	0.04612708827
572	0.03532181813	0.0460790265
573	0.03532165441	0.04607191088
574	0.03529874595	0.04604061716
575	0.0351575629	0.0458856006
576	0.03509842502	0.04581624683
577	0.03504176025	0.04575158569
578	0.03502138377	0.04573155569
579	0.0350079679	0.04571918876
580	0.03499835741	0.04571254492
581	0.03496049215	0.04565172593
582	0.03492961483	0.04562154998
583	0.03489824919	0.04550950404
584	0.03471911411	0.04530958252
585	0.03470624465	0.0452874466
586	0.03464519835	0.04522070723
587	0.03459371182	0.04515230505
588	0.03458843088	0.04511761092
589	0.03457372911	0.04511071156
590	0.03455405132	0.04506954674
591	0.03452046651	0.04502438424
592	0.03444294156	0.04490585496
593	0.03442937595	0.04489953424
594	0.03431801588	0.04473186534
595	0.03423514381	0.04461949195
596	0.03413147793	0.04447463354
597	0.03411898835	0.04446793153
598	0.03406611255	0.04439102706
599	0.03399529957	0.04428477012
600	0.0339102463	0.0442046662
601	0.03389485216	0.04416652962
602	0.03386837848	0.04413923665
603	0.03383221864	0.04410464686
604	0.03371916157	0.04400456304
605	0.03369973074	0.04399096455
606	0.03364108204	0.04391182614
607	0.03359461708	0.04386227528
608	0.03354250048	0.04381110055
609	0.03348876289	0.04378168744
610	0.03347344002	0.04376759632
611	0.03345836462	0.04373708998
612	0.03343770754	0.04369000809
613	0.03339071223	0.04365423788
614	0.03337158035	0.04360631146
615	0.03337389768	0.04359667879
616	0.03332222752	0.04353756071
617	0.03324616868	0.04345573283
618	0.03322917616	0.04343116884
619	0.03304027704	0.04319142819
620	0.03302886903	0.04318141788
621	0.03293484275	0.04309508002
622	0.03289406928	0.0430013895
623	0.03283678022	0.04293842742
624	0.03280030227	0.042881693
625	0.03273140725	0.04281283218
626	0.03270298759	0.04276880354
627	0.03266064784	0.04267009737
628	0.03260683732	0.04258942782
629	0.0325386191	0.04251350072
630	0.03249165026	0.04246821149
631	0.03248124756	0.0424585711
632	0.0323707083	0.04231348131
633	0.03229743222	0.04223434611
634	0.03227332698	0.04219144358
635	0.0322171304	0.04214039136
636	0.03220156125	0.04212682668
637	0.03214960055	0.04206825467
638	0.03212055372	0.04203326428
639	0.03206746899	0.04195843462
640	0.03205151085	0.04194869368
641	0.03202071975	0.04190128821
642	0.03197075304	0.04181406574
643	0.03187922837	0.04165585565
644	0.03183634655	0.04161167722
645	0.03181693195	0.04156106825
646	0.03176701303	0.0414593575
647	0.03174757961	0.04143855461
648	0.0316406929	0.04133436257
649	0.03163580519	0.04133182375
650	0.03160835543	0.04129741198
651	0.03159287667	0.04128384117
652	0.03156229578	0.04123599028
653	0.03154793829	0.04122592701
654	0.03147999256	0.04117772113
655	0.0314360189	0.04111853304
656	0.0314270552	0.04110691079
657	0.03140327128	0.04108528626
658	0.03131199339	0.04096620495
659	0.03125261741	0.04091763238
660	0.03124035569	0.04090869713
661	0.03120453558	0.04087132868
662	0.03119200563	0.04086569591
663	0.0311833613	0.04086082782
664	0.03114483949	0.04081520297
665	0.0311006937	0.04077009894
666	0.03108301308	0.04075072813
667	0.03107917265	0.04074843794
668	0.03105189736	0.0407290294
669	0.03100462473	0.04066710944
670	0.03099286712	0.04066276257
671	0.03098503436	0.04065759156
672	0.03096553114	0.0406251824
673	0.03091882093	0.04056441906
674	0.03090169541	0.0405462631
675	0.03082135745	0.04046997728
676	0.03079071401	0.04041270742
677	0.03079290144	0.04040502881
678	0.03075891301	0.04037139872
679	0.03070276773	0.04031726599
680	0.03057409488	0.04014297386
681	0.03054861588	0.04012486441
682	0.03052098836	0.04009562294
683	0.03049812171	0.04005055426
684	0.0304929315	0.04004757546
685	0.0304974725	0.04001426604
686	0.03049023167	0.0400046002
687	0.03044320366	0.03995700544
688	0.03040474222	0.03992379356
689	0.03039245898	0.03990962715
690	0.03036382647	0.03985680826
691	0.03029704401	0.03979306781
692	0.03024916908	0.03972761349
693	0.03022861028	0.03968477685
694	0.03020702716	0.03965666037
695	0.03019912665	0.03965231946
696	0.03013780946	0.03957226697
697	0.03013257252	0.0395620072
698	0.03009618909	0.03948524102
699	0.03005076379	0.03941493143
700	0.02998078715	0.03932556622
701	0.02990695161	0.03924359935
702	0.02989473165	0.03923542412
703	0.02987751749	0.03922605918
704	0.02984310623	0.03919409812
705	0.02983298272	0.03918779616
706	0.02973657878	0.03906595641
707	0.02973339819	0.03906289816
708	0.02971255026	0.03902145804
709	0.02969224822	0.03899057341
710	0.0296625652	0.03895366762
711	0.02962981609	0.03891625423
712	0.02959582482	0.03885991516
713	0.02958957662	0.03885685983
714	0.02951966822	0.03875035956
715	0.02947297219	0.03867093518
716	0.02942932923	0.03862123483
717	0.02939671905	0.03857137886
718	0.02935281056	0.03851617222
719	0.02934789452	0.03851328372
720	0.02930862833	0.0384794765
721	0.02925051282	0.03840706926
722	0.02922821962	0.03839118189
723	0.0292092282	0.03837815542
724	0.02915820088	0.03831499898
725	0.02915539838	0.03831286443
726	0.02911202933	0.03824997794
727	0.02909221827	0.03823915088
728	0.0290729148	0.03822879275
729	0.02906240864	0.0382245979
730	0.02905777333	0.03822252056
731	0.02902324191	0.03818816455
732	0.02892804162	0.03808041576
733	0.02888680396	0.03803671651
734	0.02883151056	0.03796407398
735	0.0287452234	0.03781952816
736	0.02873183217	0.03780131311
737	0.02869450629	0.03776907005
738	0.02864698167	0.03771333769
739	0.02861283652	0.03767727371
740	0.02856679901	0.03761620585
741	0.02855306186	0.03760719929
742	0.02852685743	0.03759140422
743	0.02851752005	0.03758678222
744	0.0284883447	0.03755611798
745	0.02847730427	0.03754964715
746	0.02842650841	0.03748335639
747	0.02832621468	0.03738741772
748	0.02829872784	0.0373502585
749	0.02829063551	0.03734327053
750	0.02827194094	0.03730176065
751	0.02825822603	0.03727621639
752	0.02824909931	0.03727171815
753	0.0282308654	0.03723216621
754	0.02819685839	0.03720527502
755	0.02818868623	0.03719896016
756	0.02814249824	0.03714424322
757	0.02809169895	0.03710145168
758	0.02802471717	0.03699691514
759	0.02800259578	0.03697360118
760	0.02796873415	0.03694632304
761	0.02790218498	0.03688663329
762	0.02788007273	0.03685680371
763	0.02785398233	0.03683730901
764	0.02777366989	0.03672775222
765	0.02774148994	0.0366968703
766	0.02772153625	0.03668292488
767	0.02765854005	0.03661946075
768	0.02761746487	0.03656514294
769	0.02760930358	0.03656053301
770	0.02759760564	0.03654215744
771	0.02758545915	0.03653375231
772	0.02751909516	0.03645273342
773	0.02747892509	0.03640106981
774	0.02746167318	0.03637689596
775	0.02742634378	0.0363513622
776	0.02738958921	0.03627415729
777	0.02732123795	0.03619221723
778	0.02730286548	0.03618196287
779	0.02724835032	0.036142134
780	0.02719046417	0.0360700139
781	0.0271709572	0.03605172687
782	0.02712751273	0.0360036751
783	0.02711758857	0.03599634803
784	0.02706783831	0.03595768981
785	0.02705747579	0.03594772397
786	0.02699860434	0.03588836839
787	0.02694914071	0.03583730901
788	0.02688948236	0.03577442172
789	0.02684998791	0.0357300493
790	0.02683057473	0.03571843674
791	0.02681611632	0.03569827117
792	0.02677059561	0.03563855957
793	0.02675533682	0.03562160055
794	0.02673880055	0.03560035153
795	0.02671521397	0.03558251284
796	0.02666757304	0.03553210255
797	0.02663272485	0.03549855311
798	0.02661256141	0.03547660095
799	0.02656136104	0.03544151102
800	0.02651091137	0.03537341147
801	0.02647500888	0.0353287484
802	0.02646900299	0.03532637466
803	0.02641866278	0.03526501249
804	0.02638206714	0.03522227492
805	0.02636994433	0.03519044519
806	0.02632161451	0.03515256607
807	0.02628566985	0.03507616058
808	0.02623387951	0.03503816482
809	0.02620944941	0.03500711327
810	0.02617909394	0.03497056131
811	0.02613837874	0.03493756504
812	0.02611883609	0.03490995909
813	0.02611138465	0.03490720318
814	0.02608150808	0.03487671242
815	0.02607437819	0.03486775625
816	0.0260678931	0.03486315376
817	0.02603996733	0.03479562095
818	0.02604204961	0.03479223436
819	0.02602863758	0.03477403288
820	0.02601987147	0.03477085202
821	0.02599808626	0.03474520008
822	0.02597474374	0.03472424467
823	0.02594079373	0.03468545002
824	0.0259203852	0.03465930271
825	0.02581943937	0.03454534885
826	0.02581456747	0.03453788015
827	0.02579443463	0.03450991567
828	0.02574000646	0.03444548937
829	0.02571298788	0.03441554281
830	0.02560701744	0.03431193548
831	0.02556662227	0.03427781937
832	0.02556243986	0.03427473974
833	0.02555287575	0.03426723374
834	0.02548141019	0.03417648578
835	0.02546602584	0.03415317222
836	0.02544532194	0.03412772954
837	0.02542592359	0.03410963236
838	0.02542129703	0.03410625273
839	0.02538456051	0.03407556653
840	0.02533784736	0.03400411452
841	0.02532263533	0.03399108386
842	0.02529605512	0.03395974
843	0.02525522826	0.03390012122
844	0.02523127883	0.03387839241
845	0.02521310301	0.03386560132
846	0.02518619045	0.03384472331
847	0.02517123738	0.03383680854
848	0.02512919514	0.03378084891
849	0.02506205618	0.0337100453
850	0.02501462313	0.03366936149
851	0.02496407424	0.03361038055
852	0.02496090786	0.03360896054
853	0.02495144909	0.0336029648
854	0.02492229207	0.03358514471
855	0.02488877878	0.03354921706
856	0.0248829248	0.03354529495
857	0.0248355865	0.03347863911
858	0.02479107509	0.03342947506
859	0.02477421069	0.03337568168
860	0.02474205449	0.03333799934
861	0.02472266443	0.03332183728
862	0.02471410361	0.03331713759
863	0.0247102036	0.03330327994
864	0.02468421663	0.0332526034
865	0.02466229864	0.03322256763
866	0.02463112725	0.03319501893
867	0.02462910111	0.03318772044
868	0.0245919629	0.03312264663
869	0.02454639564	0.03307765536
870	0.02454166929	0.03307054453
871	0.02451688453	0.03303786082
872	0.02448642136	0.0329839569
873	0.02444614103	0.03294284023
874	0.02443614056	0.03293443973
